HG03816	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03816_ont.cram
HG03816	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03816_pacbio.cram
HG03831	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03831_illumina.cram
HG03831	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03831_ont.cram
HG03831	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03831_pacbio.cram
HG03874	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03874_illumina.cram
HG03874	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03874_ont.cram
HG03874	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03874_pacbio.cram
HG03927	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03927_illumina.cram
HG03927	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03927_ont.cram
HG03927	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03927_pacbio.cram
HG03942	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03942_illumina.cram
HG03942	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03942_ont.cram
HG03942	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG03942_pacbio.cram
HG04115	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04115_illumina.cram
HG04115	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04115_ont.cram
HG04115	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04115_pacbio.cram
HG04157	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04157_illumina.cram
HG04157	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04157_ont.cram
HG04157	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04157_pacbio.cram
HG04160	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04160_illumina.cram
HG04160	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04160_ont.sorted.cram
HG04160	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04160_pacbio.cram
HG04184	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04184_illumina.cram
HG04184	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04184_ont.cram
HG04184	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04184_pacbio.cram
HG04187	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04187_illumina.cram
HG04187	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04187_ont.cram
HG04187	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04187_pacbio.cram
HG04199	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04199_illumina.cram
HG04199	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04199_ont.cram
HG04199	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04199_pacbio.cram
HG04204	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04204_illumina.cram
HG04204	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04204_ont.sorted.cram
HG04204	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04204_pacbio.cram
HG04228	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04228_illumina.cram
HG04228	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04228_ont.cram
HG04228	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/HG04228_pacbio.cram
NA18505	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18505_illumina.cram
NA18505	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18505_ont.cram
NA18505	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18505_pacbio.cram
NA18508	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18508_illumina.cram
NA18508	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18508_ont.cram
NA18508	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18508_pacbio.cram
NA18565	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18565_illumina.cram
NA18565	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18565_ont.cram
NA18565	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18565_pacbio.cram
NA18608	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18608_illumina.cram
NA18608	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18608_ont.cram
NA18608	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18608_pacbio.cram
NA18620	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18620_illumina.cram
NA18620	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18620_ont.cram
NA18620	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18620_pacbio.cram
NA18879	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18879_illumina.cram
NA18879	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18879_ont.cram
NA18879	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18879_pacbio.cram
NA18952	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18952_illumina.cram
NA18952	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18952_ont.cram
NA18952	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18952_pacbio.cram
NA18974	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18974_illumina.cram
NA18974	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18974_ont.cram
NA18974	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18974_pacbio.cram
NA18976	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18976_illumina.cram
NA18976	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18976_ont.cram
NA18976	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA18976_pacbio.cram
NA19036	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19036_illumina.cram
NA19036	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19036_ont.cram
NA19036	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19036_pacbio.cram
NA19443	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19443_illumina.cram
NA19443	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19443_ont.cram
NA19443	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19443_pacbio.cram
NA19682	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19682_illumina.cram
NA19682	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19682_ont.cram
NA19682	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19682_pacbio.cram
NA19700	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19700_illumina.cram
NA19700	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19700_ont.cram
NA19700	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19700_pacbio.cram
NA19776	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19776_illumina.cram
NA19776	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19776_ont.cram
NA19776	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19776_pacbio.cram
NA19835	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19835_illumina.cram
NA19835	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19835_ont.cram
NA19835	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19835_pacbio.cram
NA19909	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19909_illumina.cram
NA19909	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19909_ont.cram
NA19909	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA19909_pacbio.cram
NA20282	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20282_illumina.cram
NA20282	ont	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20282_ont.cram
NA20282	pacbio	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20282_pacbio.cram
NA20346	illumina	/vast/projects/bahlo_longstr/nf-str-output/alignments/NA20346_illumina.cram
